City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp (C)
231,fada,9.5667,8.3,22.660000000000025,25,83,1.7,NG,1701586782,-250.48999999999995
232,tokar,18.4254,37.729,29.810000000000002,55,39,9.28,SD,1701586783,-243.33999999999997
233,tomatlan,19.9333,-105.25,22.110000000000014,69,100,1.41,MX,1701586786,-251.03999999999996
234,tocache,-8.1842,-76.5125,22.32000000000005,89,93,0.36,PE,1701586787,-250.82999999999993
235,hithadhoo,-0.6,73.0833,27.879999999999995,73,4,4.69,MV,1701586788,-245.26999999999998
236,kangding,30.0513,101.9603,12.600000000000023,48,75,0.14,CN,1701586789,-260.54999999999995
237,ixtapa,20.7,-105.2,22.900000000000034,82,100,0.88,MX,1701586790,-250.24999999999994
238,sisimiut,66.9395,-53.6735,-6.019999999999982,77,100,2.97,GL,1701586792,-279.16999999999996
239,kavieng,-2.5744,150.7967,28.660000000000025,75,19,2.88,PG,1701586793,-244.48999999999995
240,badger,64.8,-147.5333,-23.329999999999984,83,9,0.76,US,1701586794,-296.47999999999996
241,fortaleza,-3.7227,-38.5247,28.930000000000007,71,20,2.57,BR,1701586795,-244.21999999999997
242,hinton,53.4001,-117.5857,-9.45999999999998,90,9,2.66,CA,1701586796,-282.60999999999996
243,banda aceh,5.5577,95.3222,26.52000000000004,85,100,1.91,ID,1701586797,-246.62999999999994
244,codrington,-38.2667,141.9667,18.83000000000004,66,94,6.42,AU,1701586798,-254.31999999999994
245,zheshart,62.0731,49.5733,-16.049999999999955,98,91,1.55,RU,1701586799,-289.19999999999993
246,banikoara,11.2985,2.4386,23.27000000000004,22,8,1.9,BJ,1701586800,-249.87999999999994
247,kasaragod,12.5,75.0,32.710000000000036,49,100,1.84,IN,1701586802,-240.43999999999994
248,vorgashor,67.5833,63.95,-25.96999999999997,99,25,1.79,RU,1701586803,-299.11999999999995
249,byalynichy,53.9983,29.7126,-6.189999999999998,95,100,5.46,BY,1701586806,-279.34
250,babol,36.5513,52.679,17.110000000000014,55,0,2.05,IR,1701586808,-256.03999999999996
251,nar'yan-mar,67.6713,53.087,-12.71999999999997,94,100,4.92,RU,1701586525,-285.86999999999995
252,charters towers,-20.1,146.2667,26.710000000000036,70,82,9.11,AU,1701586811,-246.43999999999994
253,weno,7.4515,151.8468,28.660000000000025,77,9,7.84,FM,1701586812,-244.48999999999995
254,stirling,56.119,-3.9368,1.1100000000000136,91,10,1.28,GB,1701586813,-272.03999999999996
255,tokmok,42.8417,75.3016,15.160000000000025,21,24,2.0,KG,1701586814,-257.98999999999995
256,severo-yeniseyskiy,60.3725,93.0408,-10.789999999999964,94,100,3.58,RU,1701586815,-283.93999999999994
257,sao tome,0.3365,6.7273,26.720000000000027,78,97,2.06,ST,1701586816,-246.42999999999995
258,nowa sol,51.8033,15.717,-2.2299999999999613,97,53,3.56,PL,1701586818,-275.37999999999994
259,aasiaat,68.7098,-52.8699,-13.359999999999957,85,78,1.88,GL,1701586819,-286.50999999999993
260,manismata,-2.4667,111.0333,31.78000000000003,65,58,0.34,ID,1701586820,-241.36999999999995
261,conception bay south,47.4999,-52.9981,2.080000000000041,94,100,3.27,CA,1701586823,-271.06999999999994
262,suva,-18.1416,178.4415,24.75,92,9,0.68,FJ,1701586824,-248.39999999999998
263,i-n-salah,27.1935,2.4607,17.470000000000027,17,0,3.29,DZ,1701586825,-255.67999999999995
264,hermanus,-34.4187,19.2345,18.680000000000007,63,14,6.31,ZA,1701586218,-254.46999999999997
265,cruzeiro do sul,-29.5128,-51.9853,23.07000000000005,92,100,0.43,BR,1701586828,-250.07999999999993
266,tamiahua,21.2667,-97.45,22.439999999999998,90,100,5.7,MX,1701586829,-250.70999999999998
267,bandarbeyla,9.4942,50.8122,27.75,56,95,10.9,SO,1701586830,-245.39999999999998
268,tamanrasset,22.785,5.5228,5.9500000000000455,24,0,1.03,DZ,1701586831,-267.19999999999993
269,bel ombre,-4.6167,55.4167,28.640000000000043,72,82,4.01,SC,1701586833,-244.50999999999993
270,mitu,1.1983,-70.1733,22.75,84,88,0.81,CO,1701586834,-250.39999999999998
271,cao bang,22.6667,106.25,16.129999999999995,85,100,0.91,VN,1701586835,-257.02
